Argument ID,Date,Duration (minutes),Topic,Emotional Tone,Resolution Type,Mood Swing,Notes
165,2024-01-14,41,Time Management,Calm,No Resolution,Moderate,Discussed time management for 41 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: No Resolution.
166,2024-01-09,19,Parenting Styles,Angry,Apology,Moderate,Discussed parenting styles for 19 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: Apology.
167,2024-01-12,59,Time Management,Frustrated,No Resolution,None,Discussed time management for 59 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: No Resolution.
168,2024-02-13,42,Parenting Styles,Annoyed,Compromise,Severe,Discussed parenting styles for 42 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: Compromise.
169,2024-02-29,47,Money Management,Frustrated,Compromise,Moderate,Discussed money management for 47 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Compromise.
170,2024-03-01,32,Household Chores,Supportive,No Resolution,Severe,Discussed household chores for 32 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: No Resolution.
171,2024-01-08,49,Family Responsibilities,Disappointed,Apology,Severe,Discussed family responsibilities for 49 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Apology.
172,2024-01-19,36,Parenting Styles,Hurt,Apology,Severe,Discussed parenting styles for 36 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Apology.
173,2024-01-01,59,Social Activities,Supportive,Compromise,Moderate,Discussed social activities for 59 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: Compromise.
174,2024-02-16,16,Future Goals,Happy,Resolution Discussed,Severe,Discussed future goals for 16 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Resolution Discussed.
175,2024-02-19,20,Parenting Styles,Frustrated,Resolution Discussed,Severe,Discussed parenting styles for 20 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Resolution Discussed.
176,2024-02-12,28,Future Goals,Hurt,Resolution Discussed,Severe,Discussed future goals for 28 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Resolution Discussed.
177,2024-01-08,12,Family Responsibilities,Hurt,Compromise,Moderate,Discussed family responsibilities for 12 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Compromise.
178,2024-02-12,17,Household Chores,Happy,Apology,Mild,Discussed household chores for 17 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Apology.
179,2024-01-08,30,Family Responsibilities,Disappointed,Compromise,Moderate,Discussed family responsibilities for 30 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Compromise.
180,2024-01-21,12,Social Activities,Angry,Compromise,Mild,Discussed social activities for 12 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Compromise.
181,2024-02-23,23,Future Goals,Happy,Apology,Mild,Discussed future goals for 23 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Apology.
182,2024-02-03,51,Social Activities,Angry,Resolution Discussed,None,Discussed social activities for 51 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: Resolution Discussed.
183,2024-02-08,12,Household Chores,Hurt,Resolution Discussed,Severe,Discussed household chores for 12 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Resolution Discussed.
184,2024-01-02,57,Parenting Styles,Calm,No Resolution,Severe,Discussed parenting styles for 57 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: No Resolution.
185,2024-01-17,42,Family Responsibilities,Hurt,Compromise,None,Discussed family responsibilities for 42 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: Compromise.
186,2024-02-28,30,Family Responsibilities,Annoyed,Compromise,Moderate,Discussed family responsibilities for 30 minutes. Emotional tone was Annoyed. Mood swings observed: Moderate. Resolution type: Compromise.
187,2024-02-12,6,Parenting Styles,Supportive,Compromise,Mild,Discussed parenting styles for 6 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Compromise.
188,2024-01-27,29,Parenting Styles,Supportive,Compromise,Mild,Discussed parenting styles for 29 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Compromise.
189,2024-01-08,13,Social Activities,Angry,Resolution Discussed,None,Discussed social activities for 13 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: Resolution Discussed.
190,2024-02-25,9,Social Activities,Happy,Apology,Moderate,Discussed social activities for 9 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Apology.
191,2024-02-13,36,Parenting Styles,Disappointed,Apology,Severe,Discussed parenting styles for 36 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Apology.
192,2024-02-12,21,Household Chores,Calm,Apology,None,Discussed household chores for 21 minutes. Emotional tone was Calm. Mood swings observed: None. Resolution type: Apology.
193,2024-02-27,30,Parenting Styles,Hurt,Apology,Severe,Discussed parenting styles for 30 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Apology.
194,2024-02-01,57,Household Chores,Supportive,Resolution Discussed,Severe,Discussed household chores for 57 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Resolution Discussed.
195,2024-02-10,33,Personal Space,Happy,Apology,Mild,Discussed personal space for 33 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Apology.
196,2024-02-04,43,Household Chores,Supportive,Compromise,None,Discussed household chores for 43 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: Compromise.
197,2024-01-19,46,Household Chores,Disappointed,No Resolution,None,Discussed household chores for 46 minutes. Emotional tone was Disappointed. Mood swings observed: None. Resolution type: No Resolution.
198,2024-01-06,52,Family Responsibilities,Frustrated,Compromise,Moderate,Discussed family responsibilities for 52 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Compromise.
199,2024-01-04,23,Parenting Styles,Disappointed,Compromise,Severe,Discussed parenting styles for 23 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Compromise.
200,2024-02-15,7,Parenting Styles,Annoyed,No Resolution,Mild,Discussed parenting styles for 7 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: No Resolution.
201,2024-02-12,60,Money Management,Angry,No Resolution,Mild,Discussed money management for 60 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: No Resolution.
202,2024-02-24,38,Money Management,Calm,Resolution Discussed,Severe,Discussed money management for 38 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Resolution Discussed.
203,2024-02-17,16,Personal Space,Disappointed,No Resolution,Mild,Discussed personal space for 16 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: No Resolution.
204,2024-01-15,19,Family Responsibilities,Calm,Compromise,Mild,Discussed family responsibilities for 19 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Compromise.
205,2024-02-24,57,Personal Space,Annoyed,No Resolution,None,Discussed personal space for 57 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: No Resolution.
206,2024-02-18,45,Household Chores,Angry,Resolution Discussed,Mild,Discussed household chores for 45 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Resolution Discussed.
207,2024-01-25,14,Future Goals,Calm,Compromise,Severe,Discussed future goals for 14 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Compromise.
208,2024-02-05,6,Parenting Styles,Hurt,Compromise,None,Discussed parenting styles for 6 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: Compromise.
209,2024-02-12,56,Time Management,Angry,No Resolution,Mild,Discussed time management for 56 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: No Resolution.
210,2024-01-13,58,Money Management,Annoyed,Resolution Discussed,Severe,Discussed money management for 58 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: Resolution Discussed.
211,2024-01-16,51,Future Goals,Happy,Compromise,Severe,Discussed future goals for 51 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Compromise.
212,2024-01-30,46,Family Responsibilities,Hurt,No Resolution,Moderate,Discussed family responsibilities for 46 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: No Resolution.
213,2024-01-23,45,Money Management,Annoyed,Resolution Discussed,Mild,Discussed money management for 45 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: Resolution Discussed.
214,2024-02-24,23,Parenting Styles,Annoyed,Apology,Severe,Discussed parenting styles for 23 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: Apology.
215,2024-02-17,12,Money Management,Calm,No Resolution,Mild,Discussed money management for 12 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: No Resolution.
216,2024-02-06,18,Household Chores,Annoyed,No Resolution,Mild,Discussed household chores for 18 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: No Resolution.
217,2024-02-22,37,Family Responsibilities,Calm,Resolution Discussed,Moderate,Discussed family responsibilities for 37 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
218,2024-01-17,36,Household Chores,Calm,Apology,Moderate,Discussed household chores for 36 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Apology.
219,2024-01-28,29,Personal Space,Happy,Compromise,Mild,Discussed personal space for 29 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Compromise.
220,2024-01-28,24,Time Management,Annoyed,Apology,None,Discussed time management for 24 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Apology.
221,2024-02-07,18,Personal Space,Calm,Apology,Severe,Discussed personal space for 18 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Apology.
222,2024-01-31,58,Family Responsibilities,Annoyed,Apology,None,Discussed family responsibilities for 58 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Apology.
223,2024-02-29,17,Money Management,Hurt,Apology,Mild,Discussed money management for 17 minutes. Emotional tone was Hurt. Mood swings observed: Mild. Resolution type: Apology.
224,2024-01-18,8,Parenting Styles,Disappointed,Compromise,Severe,Discussed parenting styles for 8 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Compromise.
225,2024-01-08,58,Money Management,Angry,No Resolution,Severe,Discussed money management for 58 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: No Resolution.
226,2024-02-09,5,Parenting Styles,Annoyed,No Resolution,Severe,Discussed parenting styles for 5 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: No Resolution.
227,2024-01-12,20,Household Chores,Happy,Apology,None,Discussed household chores for 20 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Apology.
228,2024-01-18,40,Family Responsibilities,Calm,Resolution Discussed,None,Discussed family responsibilities for 40 minutes. Emotional tone was Calm. Mood swings observed: None. Resolution type: Resolution Discussed.
229,2024-02-03,10,Household Chores,Disappointed,Resolution Discussed,Moderate,Discussed household chores for 10 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
